user_id	item_id	neg_items
13164	2506	[3847, 2702, 4755, 8468, 5781, 7829, 8086, 6827, 7737, 705, 3657, 2506, 5067, 4435, 356, 8681, 6509, 752, 3450, 3070]
13165	7854	[385, 1283, 7302, 8588, 5391, 2447, 4888, 1946, 5422, 7854, 7612, 5445, 8390, 7502, 8658, 8662, 2522, 1637, 7400, 2543]
13166	1647	[3847, 1034, 8080, 6807, 4003, 5816, 3901, 4804, 8140, 2637, 5966, 8527, 7376, 6611, 2133, 6368, 1647, 752, 8307, 7157]
13167	8280	[3076, 10, 1424, 6673, 8338, 5403, 3363, 5159, 6522, 5935, 1076, 3928, 8280, 4058, 7515, 8294, 4587, 4461, 376, 7930]
13168	7948	[4610, 7948, 1806, 8085, 7449, 8218, 5285, 6696, 5802, 2475, 7354, 8252, 7751, 4825, 8541, 8413, 3294, 8162, 4579, 5999]
13169	8666	[5380, 1034, 4372, 8218, 3739, 8480, 5034, 6190, 1967, 6447, 3385, 1604, 7632, 3029, 3799, 8666, 6369, 4583, 7145, 8298]
13170	7365	[8585, 2461, 3103, 7328, 8223, 420, 6322, 8243, 4796, 5315, 7365, 3535, 6741, 4570, 1755, 4065, 8558, 8182, 3450, 8572]
13171	6696	[8201, 8202, 1806, 7190, 2847, 6177, 4133, 6696, 2353, 6839, 6072, 4410, 965, 8518, 5323, 3152, 7770, 8549, 3820, 4986]
13172	8167	[8331, 8203, 6803, 6550, 1440, 8484, 6699, 6829, 6446, 2223, 1592, 2753, 6604, 5336, 4057, 865, 8441, 8167, 6905, 1532]
13173	8086	[4108, 8462, 8468, 3477, 8086, 6812, 7198, 3873, 7074, 8483, 6436, 1459, 2740, 3135, 4164, 8649, 6614, 475, 8418, 612]
13174	7556	[7556, 1286, 8588, 7057, 6673, 7315, 8212, 2961, 4382, 7973, 8232, 942, 6071, 4796, 6722, 7883, 5585, 466, 90, 3042]
13175	6707	[1166, 8086, 4506, 6435, 6440, 6707, 8628, 5815, 5439, 6597, 3143, 8394, 1362, 3413, 7900, 7528, 7400, 5743, 7667, 8311]
13176	2925	[7297, 8458, 3732, 8086, 8471, 5418, 3782, 7501, 2893, 7505, 8159, 3169, 8680, 4076, 2925, 8047, 6005, 634, 7165, 8574]
13177	7190	[522, 6548, 8086, 7190, 7327, 5153, 2594, 7842, 4387, 5801, 3271, 7372, 6478, 1619, 7770, 8541, 377, 5487, 8178, 4089]
13178	7733	[2821, 4614, 3848, 273, 7442, 5667, 7976, 5427, 7733, 825, 5692, 7110, 6480, 5972, 2004, 5851, 2270, 7007, 3564, 6515]
13179	7214	[6800, 1313, 7075, 8230, 7214, 6318, 817, 3513, 3399, 8648, 2134, 7767, 1125, 3174, 8684, 8686, 2799, 8564, 8316, 1917]
13180	8431	[2, 398, 5903, 5274, 4639, 4006, 8252, 8010, 5204, 8280, 473, 2523, 8413, 3294, 108, 7789, 8431, 5878, 5626, 2815]
13181	8564	[7689, 1289, 2322, 6291, 5534, 8514, 6211, 6089, 8394, 2250, 3279, 5846, 7003, 3172, 7790, 7664, 8564, 6649, 5372, 7679]
13182	7948	[6920, 7948, 142, 1550, 7184, 8219, 7579, 3741, 288, 6312, 3755, 6964, 3903, 3009, 7366, 5839, 1505, 8165, 5100, 4093]
13183	8232	[7689, 909, 3093, 8478, 5921, 8610, 2978, 8232, 3888, 5809, 6834, 2750, 6082, 8389, 6474, 8153, 8293, 4842, 3443, 8310]
13184	734	[8448, 2690, 1029, 8585, 7073, 8611, 825, 8651, 7506, 5337, 6621, 734, 3038, 8421, 6380, 8306, 6388, 7029, 6133, 8573]
13185	8520	[3473, 5009, 8471, 8491, 7862, 3777, 7108, 8520, 2893, 1232, 5461, 2518, 7639, 3680, 1763, 3947, 7917, 3312, 6389, 8184]
13186	8403	[4871, 3976, 6412, 4760, 798, 4395, 3377, 2995, 3773, 6338, 6602, 8651, 8403, 4052, 8149, 986, 8542, 8304, 1013, 8186]
13187	1028	[7041, 1028, 4230, 6054, 7467, 7867, 6848, 1219, 6727, 4175, 8311, 6244, 8422, 7401, 6895, 7665, 5367, 3068, 4989, 8318]
13188	8648	[8067, 1034, 6159, 7058, 3988, 5013, 6175, 2472, 5289, 3498, 8648, 2634, 2133, 1752, 1763, 4583, 3563, 7664, 6769, 7039]
13189	1034	[5381, 1034, 2713, 7329, 7604, 4408, 7867, 1084, 5061, 3659, 8012, 8651, 1491, 6228, 3544, 2017, 8298, 8684, 7415, 7421]
13190	8520	[8203, 5778, 4252, 1824, 3120, 8520, 5839, 8401, 7891, 340, 474, 8414, 2527, 871, 2152, 2293, 8310, 4988, 3581, 6783]
13191	5268	[2049, 8069, 5395, 5268, 2582, 4632, 6435, 2995, 3003, 7368, 7502, 8403, 5590, 8664, 4824, 1246, 2922, 8682, 2926, 5246]
13192	7675	[4226, 2435, 4754, 7585, 7468, 4654, 7349, 7095, 5823, 1987, 5452, 85, 2650, 7899, 6236, 92, 8686, 3058, 1394, 7675]
13193	8655	[8448, 2048, 257, 2186, 4492, 8471, 8472, 1690, 7464, 8617, 588, 3917, 8655, 4051, 6612, 4438, 6492, 2525, 8555, 6776]
13194	7875	[4623, 4372, 1048, 285, 7862, 3126, 5689, 8123, 5692, 6591, 7875, 712, 7754, 7627, 1999, 4321, 1634, 3176, 7802, 7676]
13195	7148	[3330, 3461, 5382, 1930, 6176, 5811, 3899, 1601, 8260, 2117, 2502, 8648, 6222, 6741, 4056, 8298, 8683, 7148, 4343, 8568]
13196	7965	[7429, 6151, 8584, 3343, 273, 2712, 6296, 7965, 286, 7585, 5153, 8483, 6057, 4802, 1995, 8280, 7007, 1649, 2418, 6519]
13197	8071	[5381, 8071, 2571, 1934, 4625, 1555, 6300, 6053, 4271, 6589, 4944, 2898, 8276, 2650, 1501, 6624, 2535, 3176, 3563, 8686]
13198	8252	[6533, 6918, 2704, 6689, 932, 2858, 7214, 6447, 1582, 433, 8252, 6087, 8648, 7624, 3278, 6352, 3152, 7770, 6369, 8178]
13199	7733	[7302, 2316, 7057, 7707, 7328, 8227, 8492, 8622, 1070, 7733, 4283, 8124, 3645, 8253, 5839, 978, 2004, 5341, 8414, 8679]
13200	8460	[8460, 4498, 2578, 1953, 2470, 4654, 4788, 7477, 2485, 8136, 7887, 5591, 343, 3928, 8029, 5984, 4971, 2286, 5614, 1137]
13201	3037	[6023, 3856, 4117, 4900, 3500, 8493, 8124, 4669, 8639, 3014, 5960, 3037, 8158, 2150, 8167, 7664, 8306, 3577, 1404, 7421]
13202	3029	[3467, 3988, 8086, 3866, 8480, 8617, 692, 5816, 7224, 6079, 8648, 4051, 1108, 3029, 4694, 5337, 7278, 4467, 4600, 6265]
13203	1189	[8067, 6667, 4622, 4372, 4249, 6298, 7322, 1189, 6184, 6317, 6447, 2869, 8505, 7742, 7745, 4804, 8539, 5089, 5111, 7160]
13204	5554	[8324, 5902, 3346, 1174, 8607, 7201, 6445, 5554, 6322, 435, 7352, 8640, 7242, 8572, 1122, 3693, 7535, 375, 2808, 3580]
13205	6727	[6785, 522, 4633, 1820, 8606, 1183, 2982, 7724, 1710, 6446, 3504, 5047, 1985, 6727, 6863, 8159, 991, 1004, 8564, 4986]
13206	3141	[3093, 7068, 8227, 5546, 7214, 6446, 8501, 3765, 8124, 2496, 5442, 4419, 3141, 4549, 2629, 7387, 5475, 5610, 1909, 4090]
13207	7862	[6532, 8584, 8074, 7577, 8606, 7586, 1060, 5933, 5296, 7862, 7623, 5969, 8539, 7515, 4829, 97, 110, 1136, 6642, 2174]
13208	5487	[3586, 6538, 7563, 7575, 5554, 7858, 4407, 7490, 1347, 69, 4811, 1880, 4312, 8414, 8676, 2533, 8425, 5487, 2935, 1016]
13209	8270	[5888, 1048, 7068, 8606, 5156, 36, 7214, 949, 4412, 7105, 6722, 3399, 8270, 8655, 5720, 7128, 8159, 4448, 2938, 766]
13210	8564	[7040, 7062, 3481, 6556, 5030, 6699, 2989, 2223, 1592, 4540, 6465, 5955, 8416, 3812, 4582, 8167, 8685, 8564, 3189, 8184]
13211	8651	[7948, 2964, 3605, 4637, 6303, 1955, 8618, 2356, 825, 7610, 8648, 8392, 8651, 5839, 6885, 486, 7271, 1768, 7403, 6507]
13212	3976	[8322, 3973, 3976, 5135, 7824, 5147, 7460, 6950, 4519, 8499, 8500, 6343, 4058, 4064, 8294, 3302, 4587, 1138, 4343, 6527]
13213	3560	[4750, 1946, 1190, 6833, 4793, 698, 3002, 7228, 7739, 3900, 2379, 6604, 6351, 5970, 2130, 3560, 1518, 5743, 7671, 8441]
13214	6658	[6658, 3586, 8073, 650, 1174, 7965, 7840, 5285, 3508, 4023, 1596, 1598, 4415, 6478, 87, 8408, 6884, 6763, 3820, 5999]
13215	2401	[8202, 5258, 142, 5903, 2325, 5274, 8480, 6817, 1187, 7214, 7354, 5952, 4549, 7132, 8413, 2401, 6755, 3434, 3314, 4345]
13216	4164	[7812, 519, 3335, 7563, 3860, 5526, 3352, 6939, 8347, 7579, 8606, 5549, 6196, 4164, 4559, 8165, 1511, 7913, 1783, 6649]
13217	807	[8451, 8068, 7555, 1544, 8201, 395, 5909, 8474, 8475, 1308, 5286, 5159, 807, 2992, 5569, 3786, 2900, 745, 5629, 894]
13218	8293	[6531, 7190, 3869, 2223, 4274, 5302, 5814, 1348, 7241, 5836, 7757, 6478, 1488, 2771, 8672, 8293, 5482, 7791, 6264, 8058]
13219	8668	[8448, 2945, 8322, 8071, 2987, 5293, 3774, 6848, 8640, 7363, 6862, 8656, 8668, 8030, 1131, 7793, 7285, 3068, 7805, 767]
13220	8203	[8327, 8203, 2701, 2064, 7581, 3488, 8106, 4652, 7469, 6325, 6204, 8403, 3552, 6624, 8166, 7912, 5740, 7925, 4728, 6010]
13221	3555	[7057, 6545, 6164, 5279, 5919, 7862, 7746, 7875, 8389, 1607, 8654, 8656, 2260, 6485, 8662, 8280, 4441, 3555, 7528, 7549]
13222	25	[5505, 25, 8606, 2599, 7592, 2473, 1578, 44, 967, 333, 1877, 6489, 8672, 8034, 2542, 7791, 8305, 2929, 8058, 3067]
13223	3961	[7181, 5391, 5395, 2195, 5920, 2594, 5302, 8512, 7363, 1230, 7503, 8658, 2910, 7391, 1249, 7405, 7156, 4084, 3961, 6140]
13224	7293	[2322, 5270, 7447, 797, 8485, 8491, 8629, 3769, 8255, 6343, 6344, 5964, 8542, 2919, 749, 8560, 5105, 5109, 4218, 7293]
13225	5969	[4626, 6686, 8606, 4904, 1705, 4016, 1219, 8139, 7376, 5969, 4823, 8541, 3681, 2146, 3814, 4588, 4205, 6895, 496, 7673]
13226	4519	[3970, 1038, 1819, 288, 5667, 4519, 4268, 8621, 4654, 8627, 6707, 8377, 3134, 8391, 6604, 4062, 6507, 1260, 8049, 1272]
13227	5834	[1152, 2959, 2839, 2973, 5279, 5544, 2876, 8510, 3390, 8389, 5834, 4430, 8143, 6359, 8153, 8159, 7905, 994, 8680, 4345]
13228	257	[8448, 257, 2305, 8072, 2329, 8480, 5669, 2867, 3394, 708, 1871, 7378, 1235, 3671, 2392, 1118, 6885, 5989, 6635, 3565]
13229	4623	[4229, 4623, 4628, 1185, 4131, 4004, 8357, 1450, 5298, 5173, 6972, 3145, 7627, 203, 7884, 7013, 4198, 6508, 493, 8558]
13230	2640	[4739, 7435, 8612, 6569, 6828, 7601, 8498, 3389, 1868, 3791, 2640, 7120, 4946, 6868, 6624, 1645, 6895, 7665, 4476, 2558]
13231	6797	[5888, 5256, 6797, 8335, 1941, 6424, 5920, 5164, 573, 5694, 3399, 8660, 7509, 7128, 6500, 5604, 4842, 1265, 3062, 5495]
13232	8071	[3973, 8071, 4762, 3870, 3744, 6561, 2854, 4904, 5676, 1453, 6715, 3523, 1225, 3659, 5460, 1623, 4572, 7391, 8546, 5878]
13233	8058	[8450, 6275, 6402, 5381, 6943, 6438, 3379, 5560, 5306, 7867, 1596, 6103, 7132, 8163, 6124, 8562, 1395, 5876, 8053, 8058]
13234	8500	[6659, 7180, 4626, 1946, 6268, 177, 8499, 8500, 7862, 8506, 3131, 6722, 8397, 5081, 2145, 8046, 2544, 6900, 7548, 3454]
13235	4666	[3, 644, 8462, 4755, 8468, 8086, 6812, 4666, 3650, 1222, 7501, 4175, 2904, 7514, 490, 7917, 1523, 8436, 6389, 3705]
13236	8561	[8456, 4488, 8202, 7048, 2572, 1805, 8466, 2325, 5781, 7965, 6950, 6696, 1461, 4050, 215, 2783, 3564, 8561, 3318, 759]
13237	4956	[1281, 8328, 3595, 268, 1550, 2190, 942, 8494, 6964, 2359, 7097, 2894, 7765, 7768, 5721, 4059, 4956, 1016, 6267, 6399]
13238	8086	[5636, 7176, 7560, 3469, 8086, 4131, 7592, 2862, 8625, 7478, 4164, 69, 6219, 8533, 8027, 4959, 7911, 7148, 2540, 6516]
13239	6621	[896, 3460, 4362, 6924, 4882, 8091, 4908, 7468, 8494, 1086, 2622, 6604, 7506, 1749, 3927, 6621, 734, 883, 1525, 3191]
13240	7286	[7302, 1295, 3472, 7440, 7824, 279, 8225, 1189, 8615, 2730, 8504, 7610, 8389, 6981, 7752, 6741, 4309, 6621, 7286, 3583]
13241	8585	[1792, 5249, 2690, 8585, 2577, 8214, 3739, 8480, 7598, 2748, 7745, 4930, 1871, 5968, 5970, 2392, 6621, 7400, 7671, 511]
13242	8660	[3328, 1792, 2956, 782, 5524, 5140, 4383, 7337, 2486, 1335, 7616, 3656, 4937, 8660, 6101, 4190, 7653, 5993, 8555, 621]
13243	8389	[2048, 8327, 4619, 6673, 3607, 6576, 306, 3386, 3263, 7617, 1219, 8516, 8389, 6228, 2390, 6244, 7784, 8684, 4719, 5887]
13244	8667	[8460, 2447, 1175, 669, 1057, 5285, 7461, 5032, 8361, 7734, 5570, 4293, 4041, 6098, 8667, 4450, 1644, 2549, 6780, 5629]
13245	8453	[8453, 6918, 5906, 1943, 7833, 285, 5811, 6707, 6837, 6333, 2371, 3270, 8648, 2649, 2777, 6748, 6885, 1899, 6512, 7033]
13246	2536	[3205, 2701, 1805, 6673, 8465, 2199, 7851, 7733, 6325, 3001, 8518, 7623, 6228, 6872, 984, 5341, 7783, 2536, 8307, 5887]
13247	7579	[5523, 6806, 8086, 8218, 539, 7579, 6303, 5920, 7204, 4015, 4280, 7484, 1733, 5585, 3537, 3029, 864, 5863, 3699, 627]
13248	7914	[138, 3349, 5783, 7329, 1190, 4647, 4518, 6441, 939, 6317, 1105, 4192, 3812, 7655, 7914, 6635, 7148, 7033, 3835, 381]
13249	8684	[1408, 7688, 5265, 4243, 8471, 3228, 2724, 5285, 7723, 7212, 566, 953, 5434, 8389, 6731, 7505, 8684, 368, 7415, 5629]
13250	8675	[3083, 6809, 5150, 4901, 2348, 6708, 8630, 6970, 4164, 7754, 5471, 4833, 5473, 8675, 1895, 103, 5237, 1913, 5627, 3199]
13251	7398	[2562, 3086, 5660, 7711, 6815, 1311, 7846, 4654, 7858, 3904, 7363, 7623, 7880, 5448, 6217, 8658, 7900, 2143, 7398, 4071]
13252	6054	[259, 6022, 3349, 1047, 6054, 7463, 6463, 3663, 1104, 5595, 2395, 4957, 8159, 6752, 4705, 4964, 490, 7789, 6520, 4345]
13253	8394	[7813, 7697, 19, 6291, 7830, 3870, 8230, 40, 8110, 3889, 8514, 8394, 5836, 5453, 8287, 1376, 1249, 3172, 8682, 7679]
13254	2984	[7809, 7685, 2571, 7948, 5783, 6811, 6812, 2984, 2858, 7604, 2113, 8143, 3663, 8533, 6487, 2137, 7421, 4708, 4345, 7805]
13255	7763	[3715, 7824, 7444, 7191, 7449, 8230, 7862, 1470, 4296, 2120, 7763, 2260, 4319, 97, 6245, 745, 4983, 4473, 7802, 7932]
13256	6447	[3331, 4488, 7184, 7315, 1440, 3361, 7462, 1325, 6447, 8626, 4669, 6850, 4804, 5716, 8539, 8541, 8041, 8568, 7929, 7932]
13257	4440	[7683, 8331, 5270, 6038, 2073, 4143, 3769, 7128, 4440, 4057, 5856, 3808, 4333, 7664, 5876, 5109, 4852, 4085, 8441, 6397]
13258	8202	[3584, 7302, 8202, 281, 6696, 2860, 189, 2622, 5836, 8276, 2391, 8412, 8541, 8675, 100, 5867, 5109, 1400, 3706, 7293]
13259	7862	[7057, 2706, 1178, 4890, 8096, 8363, 7601, 7604, 7862, 318, 7622, 7502, 6995, 7509, 2009, 7909, 8679, 7406, 8562, 4093]
13260	7905	[8192, 5125, 2312, 6538, 523, 7563, 7579, 7587, 1705, 7850, 8629, 5322, 7115, 3791, 7761, 6110, 2655, 7905, 8049, 628]
13261	5771	[8328, 6794, 5771, 5014, 2070, 6190, 2479, 7096, 6587, 5438, 5318, 4552, 6483, 3158, 7639, 857, 7908, 1384, 3947, 8308]
13262	8629	[4491, 6290, 1690, 1438, 6815, 8480, 8629, 7610, 1989, 7628, 1871, 7761, 1000, 7145, 6895, 2161, 4085, 6650, 4347, 7804]
13263	486	[2952, 8075, 3980, 5647, 1824, 8232, 8618, 6699, 5680, 8270, 8654, 1360, 3671, 6489, 6751, 486, 2024, 1388, 2417, 6130]
13264	8564	[3352, 5286, 2223, 305, 5569, 4296, 6985, 3921, 7769, 6876, 1252, 4837, 3429, 1384, 2024, 493, 8174, 7664, 8564, 6649]
13265	8543	[6916, 1797, 8457, 2839, 7578, 4892, 1710, 6582, 1463, 6722, 8519, 8397, 1488, 8543, 5984, 2794, 3053, 7794, 6908, 6397]
13266	7932	[8327, 398, 7444, 2325, 7066, 3488, 2725, 3882, 8107, 306, 8518, 2120, 8272, 990, 4832, 7649, 7932, 6759, 5999, 6396]
13267	8611	[4620, 6928, 6803, 1941, 8479, 7072, 8611, 1455, 7991, 6335, 8512, 7113, 467, 4693, 7253, 5847, 7528, 7403, 3312, 8311]
13268	7973	[8084, 412, 1444, 7973, 8618, 5166, 3764, 4789, 6838, 8512, 8651, 6220, 7756, 8657, 6741, 6999, 4826, 8679, 877, 8046]
13269	3067	[5634, 8578, 7943, 7695, 8606, 5289, 2611, 8002, 7363, 3397, 2123, 3532, 8655, 4193, 8547, 8678, 7791, 5872, 3961, 3067]
13270	8656	[2217, 7726, 2607, 7485, 8254, 8512, 2116, 6990, 5839, 8656, 2131, 8280, 1116, 2397, 8294, 4077, 8558, 2287, 1904, 7421]
13271	8471	[0, 4738, 8067, 3849, 1420, 5245, 8471, 1827, 7084, 2236, 1491, 4951, 6108, 2654, 6505, 4972, 2159, 4989, 8574, 2559]
13272	4552	[7061, 6807, 3357, 4381, 5919, 6317, 6447, 5298, 3261, 4804, 711, 4552, 1609, 4813, 3542, 8539, 7013, 7917, 3447, 8058]
13273	1355	[2962, 405, 5532, 5660, 4133, 8234, 7222, 4409, 8394, 1355, 7757, 5078, 478, 5346, 617, 8303, 1907, 5748, 755, 7549]
13274	7739	[1419, 5133, 6541, 3875, 549, 1830, 6967, 7739, 8513, 6980, 3400, 338, 6740, 3163, 8413, 994, 236, 8180, 7801, 3071]
13275	8606	[2817, 2177, 2310, 1671, 4372, 4381, 8606, 8360, 7721, 5802, 8252, 3786, 6861, 5461, 6491, 3947, 7917, 8557, 5234, 1141]
13276	7862	[7424, 1154, 3078, 4362, 779, 3730, 3732, 5658, 7584, 3749, 4646, 5418, 4908, 6703, 7862, 1603, 5724, 8043, 4081, 372]
13277	4654	[1419, 8472, 3228, 3875, 682, 4654, 7739, 3135, 6341, 6860, 7379, 732, 7400, 4841, 8684, 7277, 8311, 2808, 3705, 8058]
13278	8480	[1792, 8583, 1424, 5010, 918, 1946, 8480, 8352, 8618, 7468, 8243, 7485, 8637, 3144, 2379, 8543, 100, 8558, 8441, 7677]
13279	7821	[8588, 7821, 3341, 2585, 7707, 5289, 5680, 3637, 6839, 7754, 7887, 6741, 4061, 2017, 2019, 493, 3694, 5616, 503, 3710]
13280	8500	[8322, 3995, 8347, 4388, 1445, 5034, 8500, 8629, 697, 7354, 8640, 5057, 4556, 3538, 1877, 3057, 250, 6523, 3070, 7423]
13281	8561	[5889, 1799, 520, 2440, 7707, 2594, 3108, 39, 2348, 701, 3646, 3776, 4036, 7754, 4557, 5839, 7378, 6997, 8561, 760]
13282	8280	[3585, 7813, 2952, 4233, 8203, 4777, 6706, 7602, 7733, 195, 2627, 5065, 6603, 8654, 8280, 8283, 8414, 8174, 4340, 4469]
13283	8306	[7817, 5771, 1932, 7948, 7439, 2706, 5026, 2980, 550, 2859, 814, 825, 8392, 5972, 4826, 2011, 5603, 3567, 8306, 8574]
13284	8564	[5376, 7683, 8331, 1552, 8224, 416, 6446, 7353, 5696, 6725, 8658, 6107, 6243, 1252, 7400, 8681, 2675, 8564, 4852, 5115]
13285	8376	[6671, 6303, 3495, 2347, 7862, 8376, 1208, 5962, 8654, 8143, 4179, 3413, 4441, 5081, 7909, 6502, 3303, 1002, 3691, 2298]
13286	8655	[8448, 8194, 7816, 4631, 7073, 50, 7218, 4789, 7869, 7625, 8651, 8141, 3917, 8655, 1635, 7657, 8555, 369, 5877, 7288]
13287	4412	[8578, 7945, 5654, 792, 3097, 8606, 8492, 699, 4283, 4412, 6722, 8389, 3269, 6228, 8157, 7521, 7783, 632, 7163, 766]
13288	8535	[266, 8474, 3752, 4010, 3504, 6323, 7227, 5697, 460, 5841, 6227, 3156, 6228, 8535, 7646, 8675, 100, 3176, 365, 2943]
13289	2118	[6528, 4637, 6557, 4516, 7850, 4395, 2225, 1585, 8500, 3128, 3006, 4415, 7872, 2118, 8520, 1232, 8666, 6500, 8681, 3948]
13290	5532	[5891, 7556, 132, 8585, 6538, 405, 6806, 5532, 1061, 8231, 2218, 8501, 7875, 1092, 7240, 8394, 3660, 4965, 5738, 4735]
13291	6776	[5889, 520, 8363, 1589, 3637, 6967, 1728, 8385, 3783, 7509, 3930, 8543, 6498, 6501, 621, 8561, 6776, 3577, 251, 7804]
13292	8662	[1664, 3718, 5513, 2186, 2068, 4256, 4775, 8234, 6572, 8628, 8500, 61, 4415, 6722, 8662, 7767, 4702, 3430, 490, 6010]
13293	4523	[4353, 7943, 6535, 8333, 656, 5782, 8347, 8606, 4523, 3765, 8501, 1995, 8012, 7641, 1501, 3680, 5859, 3432, 3955, 5502]
13294	1454	[5514, 8338, 8607, 6821, 8230, 1454, 692, 2361, 3001, 5562, 3653, 4040, 7266, 1131, 8558, 2803, 8307, 6007, 5115, 2558]
13295	2395	[7425, 8, 7817, 766, 535, 1048, 6948, 2473, 2858, 816, 3765, 6591, 2117, 6216, 7754, 2395, 7664, 5493, 632, 254]
13296	7403	[8453, 7440, 5272, 1048, 7067, 5155, 5036, 8494, 6319, 1455, 8503, 200, 5839, 6506, 7403, 1650, 8564, 8567, 2555, 380]
13297	7041	[5376, 7041, 8328, 7563, 3474, 5396, 7834, 5790, 2849, 1445, 7220, 6070, 4543, 7108, 4179, 8414, 2658, 4204, 4462, 6009]
13298	7875	[5888, 7940, 4506, 284, 5919, 3360, 8490, 4672, 7875, 6597, 4552, 1490, 7509, 8311, 2904, 1634, 1763, 1647, 5751, 3839]
13299	3735	[0, 7040, 2946, 524, 8079, 3735, 7349, 8012, 4693, 6998, 8666, 6108, 2269, 8684, 749, 5231, 7415, 6905, 7419, 5245]
13300	5919	[3076, 4228, 3085, 8205, 2447, 8219, 3613, 5919, 3234, 5426, 7875, 4804, 1740, 7245, 7632, 5971, 1887, 7394, 1634, 3820]
13301	8453	[4482, 8453, 648, 8328, 3349, 7063, 5790, 30, 4006, 1968, 7218, 8379, 1600, 4806, 4813, 8143, 2777, 8669, 8159, 1650]
13302	7664	[5504, 5889, 6023, 4875, 3212, 7182, 6928, 8337, 3730, 7726, 5299, 6741, 7258, 7515, 5475, 7664, 3312, 6004, 7031, 5375]
13303	8348	[6281, 8585, 5910, 8348, 8480, 5034, 2487, 1730, 7246, 1108, 1621, 7510, 5082, 7772, 7901, 8682, 8683, 3948, 2538, 1648]
13304	3290	[5007, 6550, 6809, 7579, 8348, 3244, 1969, 3765, 7770, 3290, 8160, 3170, 611, 3820, 1010, 4467, 5237, 4855, 2425, 1532]
13305	3076	[3076, 6279, 8585, 1171, 5141, 7833, 2098, 6972, 4801, 7745, 4040, 7891, 6741, 4316, 4450, 5603, 8676, 5233, 1524, 4216]
13306	8606	[3335, 8329, 2702, 7185, 2071, 8471, 7064, 8606, 2747, 6589, 7108, 5969, 7124, 5467, 1501, 1762, 7523, 3947, 4333, 3839]
13307	8603	[6417, 5524, 3995, 8603, 2465, 8485, 3247, 6323, 2486, 8512, 5569, 7876, 4428, 6861, 1357, 3812, 8556, 6901, 3062, 2554]
13308	8414	[2057, 3351, 5790, 4896, 8486, 7727, 6323, 5696, 5313, 4040, 975, 4051, 5716, 4566, 1626, 8283, 8414, 8682, 5369, 8318]
13309	7444	[2304, 8072, 6927, 7444, 6057, 4011, 7469, 7872, 6851, 971, 2253, 4050, 1757, 6117, 8680, 5872, 1138, 3954, 3188, 4734]
13310	6741	[2048, 8448, 1920, 8073, 6420, 6038, 7707, 6045, 2339, 4271, 7089, 197, 8396, 5839, 6741, 8679, 1512, 7664, 3710, 2303]
13311	317	[5890, 140, 8465, 8471, 7321, 8474, 4897, 3498, 5418, 2362, 317, 2496, 4676, 712, 8136, 2013, 1635, 7654, 6524, 8574]
13312	7164	[3330, 7685, 273, 7058, 5524, 1947, 8348, 6948, 2596, 7854, 1083, 701, 3395, 7164, 719, 7378, 7513, 4959, 3192, 6908]
13313	2334	[5634, 6922, 1550, 5008, 150, 2334, 3371, 3500, 44, 6068, 7349, 4669, 6213, 7366, 5839, 4570, 1887, 8556, 4988, 8445]
13314	5297	[8584, 3344, 8082, 5652, 7957, 286, 5159, 680, 7337, 43, 5297, 7478, 7353, 6982, 968, 5711, 5211, 7517, 8676, 8045]
13315	7833	[8322, 3976, 7833, 6810, 5147, 1052, 6179, 3630, 3248, 6198, 6586, 1993, 6741, 8153, 1384, 7528, 4200, 8564, 7804, 3709]
13316	7862	[512, 5783, 2721, 8615, 4016, 7862, 951, 4671, 1216, 8651, 7627, 4945, 5713, 6742, 4198, 8294, 235, 5614, 5616, 7164]
13317	3145	[8074, 1562, 2334, 3233, 6700, 8241, 2226, 1985, 3906, 6341, 711, 5448, 3145, 3152, 2143, 7910, 8681, 3693, 8048, 117]
13318	2225	[5140, 5143, 1821, 8481, 292, 2225, 7478, 8389, 204, 6741, 5974, 1880, 5211, 734, 6243, 8306, 117, 3706, 4605, 2943]
13319	6164	[3462, 6164, 282, 798, 3871, 815, 3249, 7159, 7875, 2120, 1355, 7502, 7378, 4051, 8662, 7265, 7394, 1907, 3319, 4600]
13320	7302	[7302, 4233, 1047, 7450, 1313, 162, 8490, 7723, 7214, 3125, 8501, 2998, 7736, 7101, 7875, 2001, 7124, 8543, 6900, 6390]
13321	6046	[649, 5003, 7444, 5786, 4381, 6046, 2991, 691, 3637, 6727, 3786, 1868, 7885, 6895, 2416, 4085, 7800, 8441, 4475, 6396]
13322	5163	[7296, 642, 3076, 1289, 8591, 404, 162, 8227, 5163, 7226, 200, 4300, 4301, 5199, 8667, 3164, 5603, 8680, 1524, 4216]
13323	7804	[7429, 3976, 7689, 7561, 7059, 285, 3870, 2212, 7214, 3247, 8625, 6967, 7610, 8126, 5952, 6851, 7372, 215, 7790, 7804]
13324	8403	[7683, 3344, 2322, 5655, 3616, 2487, 4675, 3907, 8012, 8403, 7507, 7518, 360, 8045, 2159, 8433, 7027, 2038, 7033, 1019]
13325	6559	[5504, 8075, 4757, 2325, 6549, 3485, 6559, 8611, 4390, 2230, 3264, 2244, 8539, 8413, 5853, 1635, 232, 3180, 3314, 6643]
13326	5696	[4998, 6281, 5769, 4489, 6542, 8336, 6810, 7081, 2746, 7359, 5696, 7236, 8521, 8527, 7510, 6742, 5082, 5595, 5469, 4852]
